id,transcript,intent,service_type,urgency_level
2192,i need same day router installation,request_service,network_operator,high
2193,please send a wifi technician immediately,request_service,network_operator,high
2194,my router has completely failed,report_issue,network_operator,high
2195,my modem has completely stopped working,report_issue,network_operator,high
2196,i need professional network installation,request_service,network_operator,medium
2197,i need professional wifi support,request_service,network_operator,medium
2198,i need internet service setup today,request_service,network_operator,medium
2199,i need someone to repair my wireless network,request_service,network_operator,medium
2200,my router has an electrical fault,report_issue,network_operator,high
2201,my network equipment needs repair,report_issue,network_operator,medium
2202,i need a technician to inspect my router,request_service,network_operator,low
2203,i need router maintenance,request_service,network_operator,low
2204,my home network needs immediate attention,report_issue,network_operator,high
2205,my office wifi needs urgent repair,report_issue,network_operator,high
2206,i need immediate network assistance,request_service,network_operator,high
2207,my wifi problem needs to be fixed today,report_issue,network_operator,high
2208,i need internet connectivity restored immediately,request_service,network_operator,high
2209,please arrange a router technician right away,request_service,network_operator,high
2210,my network setup needs professional assistance,report_issue,network_operator,medium
2211,i need my wifi working without delay,request_service,network_operator,high
2212,need a battery jump start service,request_service,battery_jump_start_service,high
2213,please send someone to jump start my car,request_service,battery_jump_start_service,high
2214,my car battery is dead,report_issue,battery_jump_start_service,high
2215,my car will not start because of the battery,report_issue,battery_jump_start_service,high
2216,i need roadside battery assistance,request_service,battery_jump_start_service,high
2217,my vehicle needs a jump start,request_service,battery_jump_start_service,high
2218,i need someone to start my car,request_service,battery_jump_start_service,high
2219,my battery has no power,report_issue,battery_jump_start_service,high
2220,the battery is completely dead,report_issue,battery_jump_start_service,high
2221,my car does not start,report_issue,battery_jump_start_service,high
2222,i need emergency battery service,request_service,battery_jump_start_service,high
2223,my car has been parked for too long and will not start,report_issue,battery_jump_start_service,medium
2224,i forgot my headlights on and now the battery is dead,report_issue,battery_jump_start_service,high
2225,my battery is discharged,report_issue,battery_jump_start_service,high
2226,i need a jump start immediately,request_service,battery_jump_start_service,high
2227,please send roadside assistance,request_service,battery_jump_start_service,high
2228,i need someone to jump start my vehicle,request_service,battery_jump_start_service,high
2229,my car engine will not crank,report_issue,battery_jump_start_service,high
2230,the starter will not turn over,report_issue,battery_jump_start_service,high
2231,i think my battery is dead,report_issue,battery_jump_start_service,high
2232,i need help with my car battery,request_service,battery_jump_start_service,high
2233,my battery failed this morning,report_issue,battery_jump_start_service,high
2234,i cannot start my car,report_issue,battery_jump_start_service,high
2235,my car battery died overnight,report_issue,battery_jump_start_service,high
2236,i need roadside vehicle assistance,request_service,battery_jump_start_service,high
2237,i need battery assistance today,request_service,battery_jump_start_service,high
2238,please send help for my battery,request_service,battery_jump_start_service,high
2239,my suv battery is dead,report_issue,battery_jump_start_service,high
2240,my van battery is dead,report_issue,battery_jump_start_service,high
2241,my truck battery is dead,report_issue,battery_jump_start_service,high
2242,my motorcycle battery is dead,report_issue,battery_jump_start_service,high
2243,my three wheeler battery is dead,report_issue,battery_jump_start_service,high
2244,my vehicle battery is not charging,report_issue,battery_jump_start_service,medium
2245,the battery warning light is on,report_issue,battery_jump_start_service,medium
2246,my battery keeps losing charge,report_issue,battery_jump_start_service,medium
2247,i need someone to inspect my battery,request_service,battery_jump_start_service,medium
2248,i think i need a new battery,request_service,battery_jump_start_service,medium
2249,i need a battery replacement,request_service,battery_jump_start_service,medium
2250,my battery terminals are corroded,report_issue,battery_jump_start_service,medium
2251,the battery cables are loose,report_issue,battery_jump_start_service,medium
2252,my vehicle has electrical issues because of the battery,report_issue,battery_jump_start_service,medium
2253,my battery has completely failed,report_issue,battery_jump_start_service,high
2254,i need a technician to test my battery,request_service,battery_jump_start_service,medium
2255,my car clicks but does not start,report_issue,battery_jump_start_service,high
2256,my ignition works but the engine will not start,report_issue,battery_jump_start_service,high
2257,i hear clicking sounds when i try to start the car,report_issue,battery_jump_start_service,high
2258,my battery went flat,report_issue,battery_jump_start_service,high
2259,i left my lights on and drained the battery,report_issue,battery_jump_start_service,high
2260,my battery is too weak to start the engine,report_issue,battery_jump_start_service,high
2261,i need a battery boost,request_service,battery_jump_start_service,high
2262,can someone jump start my car,report_issue,battery_jump_start_service,high
2263,i need immediate roadside assistance,request_service,battery_jump_start_service,high
2264,my vehicle is stranded because of a dead battery,report_issue,battery_jump_start_service,high
2265,i need urgent battery help,request_service,battery_jump_start_service,high
2266,please come and jump start my battery,report_issue,battery_jump_start_service,high
2267,i need roadside support as soon as possible,request_service,battery_jump_start_service,high
2268,my battery stopped working unexpectedly,report_issue,battery_jump_start_service,high
2269,i cannot drive because my battery is dead,report_issue,battery_jump_start_service,high
2270,my engine refuses to start,report_issue,battery_jump_start_service,high
2271,my battery died after the rain,report_issue,battery_jump_start_service,high
2272,my battery keeps going flat,report_issue,battery_jump_start_service,medium
2273,i need battery diagnostics,request_service,battery_jump_start_service,medium
2274,my alternator may have damaged the battery,report_issue,battery_jump_start_service,medium
2275,i think my battery needs charging,report_issue,battery_jump_start_service,medium
2276,i need mobile battery assistance,request_service,battery_jump_start_service,high
2277,i need someone to recharge my battery,request_service,battery_jump_start_service,medium
2278,my battery has no voltage,report_issue,battery_jump_start_service,high
2279,the battery indicator shows low charge,report_issue,battery_jump_start_service,medium
2280,my vehicle will not respond when i turn the key,report_issue,battery_jump_start_service,high
2281,i need help starting my vehicle,request_service,battery_jump_start_service,high
2282,i am stuck with a dead battery,report_issue,battery_jump_start_service,high
2283,i need battery assistance for my motorcycle,request_service,battery_jump_start_service,high
2284,i need battery assistance for my van,request_service,battery_jump_start_service,high
2285,i need battery assistance for my truck,request_service,battery_jump_start_service,high
