id,transcript,intent,service_type,urgency_level
10656,can you send a technician for the laptop at home,CreateServiceRequest,laptop_repair,medium
10657,i need help dealing with the laptop at home,CreateServiceRequest,laptop_repair,medium
10658,please arrange a service visit for the laptop today at home,CreateServiceRequest,laptop_repair,medium
10659,i would like to book laptop repair for the laptop at home,CreateServiceRequest,laptop_repair,medium
10660,the laptop needs to be looked at soon at home,CreateServiceRequest,laptop_repair,medium
10661,i need professional help with the laptop at home,CreateServiceRequest,laptop_repair,medium
10662,i need laptop repair for the laptop soon at work,CreateServiceRequest,laptop_repair,medium
10663,please arrange laptop repair for the laptop as soon as possible at work,CreateServiceRequest,laptop_repair,medium
10664,i need someone to check the laptop today at work,CreateServiceRequest,laptop_repair,medium
10665,the laptop needs service soon at work,CreateServiceRequest,laptop_repair,medium
10666,can you send a technician for the laptop at work,CreateServiceRequest,laptop_repair,medium
10667,i need help dealing with the laptop at work,CreateServiceRequest,laptop_repair,medium
10668,please arrange a service visit for the laptop today at work,CreateServiceRequest,laptop_repair,medium
10669,i would like to book laptop repair for the laptop at work,CreateServiceRequest,laptop_repair,medium
10670,the laptop needs to be looked at soon at work,CreateServiceRequest,laptop_repair,medium
10671,i need professional help with the laptop at work,CreateServiceRequest,laptop_repair,medium
10672,i need laptop repair for the laptop soon at my office,CreateServiceRequest,laptop_repair,medium
10673,please arrange laptop repair for the laptop as soon as possible at my office,CreateServiceRequest,laptop_repair,medium
10674,i need someone to check the laptop today at my office,CreateServiceRequest,laptop_repair,medium
10675,the laptop needs service soon at my office,CreateServiceRequest,laptop_repair,medium
10676,can you send a technician for the laptop at my office,CreateServiceRequest,laptop_repair,medium
10677,i need help dealing with the laptop at my office,CreateServiceRequest,laptop_repair,medium
10678,please arrange a service visit for the laptop today at my office,CreateServiceRequest,laptop_repair,medium
10679,i would like to book laptop repair for the laptop at my office,CreateServiceRequest,laptop_repair,medium
10680,the laptop needs to be looked at soon at my office,CreateServiceRequest,laptop_repair,medium
10681,i need professional help with the laptop at my office,CreateServiceRequest,laptop_repair,medium
10682,i need laptop repair for the laptop soon after a fall,CreateServiceRequest,laptop_repair,medium
10683,please arrange laptop repair for the laptop as soon as possible after a fall,CreateServiceRequest,laptop_repair,medium
10684,i need someone to check the laptop today after a fall,CreateServiceRequest,laptop_repair,medium
10685,the laptop needs service soon after a fall,CreateServiceRequest,laptop_repair,medium
10686,can you send a technician for the laptop after a fall,CreateServiceRequest,laptop_repair,medium
10687,i need help dealing with the laptop after a fall,CreateServiceRequest,laptop_repair,medium
10688,please arrange a service visit for the laptop today after a fall,CreateServiceRequest,laptop_repair,medium
10689,i would like to book laptop repair for the laptop after a fall,CreateServiceRequest,laptop_repair,medium
10690,the laptop needs to be looked at soon after a fall,CreateServiceRequest,laptop_repair,medium
10691,i need professional help with the laptop after a fall,CreateServiceRequest,laptop_repair,medium
10692,i need laptop repair for the laptop soon after an update,CreateServiceRequest,laptop_repair,medium
10693,please arrange laptop repair for the laptop as soon as possible after an update,CreateServiceRequest,laptop_repair,medium
10694,i need someone to check the laptop today after an update,CreateServiceRequest,laptop_repair,medium
10695,the laptop needs service soon after an update,CreateServiceRequest,laptop_repair,medium
10696,can you send a technician for the laptop after an update,CreateServiceRequest,laptop_repair,medium
10697,i need help dealing with the laptop after an update,CreateServiceRequest,laptop_repair,medium
10698,please arrange a service visit for the laptop today after an update,CreateServiceRequest,laptop_repair,medium
10699,i would like to book laptop repair for the laptop after an update,CreateServiceRequest,laptop_repair,medium
10700,the laptop needs to be looked at soon after an update,CreateServiceRequest,laptop_repair,medium
10701,i need professional help with the laptop after an update,CreateServiceRequest,laptop_repair,medium
10702,i need laptop repair for the laptop screen soon at home,CreateServiceRequest,laptop_repair,medium
10703,please arrange laptop repair for the laptop screen as soon as possible at home,CreateServiceRequest,laptop_repair,medium
10704,i need someone to check the laptop screen today at home,CreateServiceRequest,laptop_repair,medium
10705,the laptop screen needs service soon at home,CreateServiceRequest,laptop_repair,medium
10706,can you send a technician for the laptop screen at home,CreateServiceRequest,laptop_repair,medium
10707,i need help dealing with the laptop screen at home,CreateServiceRequest,laptop_repair,medium
10708,please arrange a service visit for the laptop screen today at home,CreateServiceRequest,laptop_repair,medium
10709,i would like to book laptop repair for the laptop screen at home,CreateServiceRequest,laptop_repair,medium
10710,the laptop screen needs to be looked at soon at home,CreateServiceRequest,laptop_repair,medium
10711,i need professional help with the laptop screen at home,CreateServiceRequest,laptop_repair,medium
10712,i need laptop repair for the laptop screen soon at work,CreateServiceRequest,laptop_repair,medium
10713,please arrange laptop repair for the laptop screen as soon as possible at work,CreateServiceRequest,laptop_repair,medium
10714,i need someone to check the laptop screen today at work,CreateServiceRequest,laptop_repair,medium
10715,the laptop screen needs service soon at work,CreateServiceRequest,laptop_repair,medium
10716,can you send a technician for the laptop screen at work,CreateServiceRequest,laptop_repair,medium
10717,i need help dealing with the laptop screen at work,CreateServiceRequest,laptop_repair,medium
10718,please arrange a service visit for the laptop screen today at work,CreateServiceRequest,laptop_repair,medium
10719,i would like to book laptop repair for the laptop screen at work,CreateServiceRequest,laptop_repair,medium
10720,the laptop screen needs to be looked at soon at work,CreateServiceRequest,laptop_repair,medium
10721,i need professional help with the laptop screen at work,CreateServiceRequest,laptop_repair,medium
10722,i need laptop repair for the laptop screen soon at my office,CreateServiceRequest,laptop_repair,medium
10723,please arrange laptop repair for the laptop screen as soon as possible at my office,CreateServiceRequest,laptop_repair,medium
10724,i need someone to check the laptop screen today at my office,CreateServiceRequest,laptop_repair,medium
10725,the laptop screen needs service soon at my office,CreateServiceRequest,laptop_repair,medium
10726,can you send a technician for the laptop screen at my office,CreateServiceRequest,laptop_repair,medium
10727,i need help dealing with the laptop screen at my office,CreateServiceRequest,laptop_repair,medium
10728,please arrange a service visit for the laptop screen today at my office,CreateServiceRequest,laptop_repair,medium
10729,i would like to book laptop repair for the laptop screen at my office,CreateServiceRequest,laptop_repair,medium
10730,the laptop screen needs to be looked at soon at my office,CreateServiceRequest,laptop_repair,medium
10731,i need professional help with the laptop screen at my office,CreateServiceRequest,laptop_repair,medium
10732,i need laptop repair for the laptop screen soon after a fall,CreateServiceRequest,laptop_repair,medium
10733,please arrange laptop repair for the laptop screen as soon as possible after a fall,CreateServiceRequest,laptop_repair,medium
